tissue,model,distance_to_tss_kb,bin_lower_kb,bin_upper_kb,count,proportion,percentage,n_cs_total,n_cs_in_window
Testis,Weighted SuSiE-mix,190,185,195,3,0.00396825396825397,0.396825396825397,804,756
Testis,Weighted SuSiE-mix,200,195,205,3,0.00396825396825397,0.396825396825397,804,756
Thyroid,SuSiE,-200,-205,-195,3,0.00212314225053079,0.212314225053079,1482,1413
Thyroid,SuSiE,-190,-195,-185,3,0.00212314225053079,0.212314225053079,1482,1413
Thyroid,SuSiE,-180,-185,-175,6,0.00424628450106157,0.424628450106157,1482,1413
Thyroid,SuSiE,-170,-175,-165,6,0.00424628450106157,0.424628450106157,1482,1413
Thyroid,SuSiE,-160,-165,-155,10,0.00707714083510262,0.707714083510262,1482,1413
Thyroid,SuSiE,-150,-155,-145,11,0.00778485491861288,0.778485491861288,1482,1413
Thyroid,SuSiE,-140,-145,-135,7,0.00495399858457183,0.495399858457183,1482,1413
Thyroid,SuSiE,-130,-135,-125,7,0.00495399858457183,0.495399858457183,1482,1413
Thyroid,SuSiE,-120,-125,-115,9,0.00636942675159236,0.636942675159236,1482,1413
Thyroid,SuSiE,-110,-115,-105,10,0.00707714083510262,0.707714083510262,1482,1413
Thyroid,SuSiE,-100,-105,-95,9,0.00636942675159236,0.636942675159236,1482,1413
Thyroid,SuSiE,-90,-95,-85,21,0.0148619957537155,1.48619957537155,1482,1413
Thyroid,SuSiE,-80,-85,-75,21,0.0148619957537155,1.48619957537155,1482,1413
Thyroid,SuSiE,-70,-75,-65,25,0.0176928520877565,1.76928520877565,1482,1413
Thyroid,SuSiE,-60,-65,-55,29,0.0205237084217976,2.05237084217976,1482,1413
Thyroid,SuSiE,-50,-55,-45,30,0.0212314225053079,2.12314225053079,1482,1413
Thyroid,SuSiE,-40,-45,-35,35,0.0247699929228592,2.47699929228592,1482,1413
Thyroid,SuSiE,-30,-35,-25,67,0.0474168435951876,4.74168435951876,1482,1413
Thyroid,SuSiE,-20,-25,-15,95,0.0672328379334749,6.72328379334749,1482,1413
Thyroid,SuSiE,-10,-15,-5,138,0.0976645435244161,9.76645435244161,1482,1413
Thyroid,SuSiE,0,-5,5,331,0.234253361641897,23.4253361641897,1482,1413
Thyroid,SuSiE,10,5,15,152,0.10757254069356,10.757254069356,1482,1413
Thyroid,SuSiE,20,15,25,83,0.0587402689313517,5.87402689313517,1482,1413
Thyroid,SuSiE,30,25,35,70,0.0495399858457183,4.95399858457183,1482,1413
Thyroid,SuSiE,40,35,45,46,0.032554847841472,3.2554847841472,1482,1413
Thyroid,SuSiE,50,45,55,28,0.0198159943382873,1.98159943382873,1482,1413
Thyroid,SuSiE,60,55,65,32,0.0226468506723284,2.26468506723284,1482,1413
Thyroid,SuSiE,70,65,75,17,0.0120311394196745,1.20311394196745,1482,1413
Thyroid,SuSiE,80,75,85,20,0.0141542816702052,1.41542816702052,1482,1413
Thyroid,SuSiE,90,85,95,14,0.00990799716914367,0.990799716914367,1482,1413
Thyroid,SuSiE,100,95,105,16,0.0113234253361642,1.13234253361642,1482,1413
Thyroid,SuSiE,110,105,115,12,0.00849256900212314,0.849256900212314,1482,1413
Thyroid,SuSiE,120,115,125,4,0.00283085633404105,0.283085633404105,1482,1413
Thyroid,SuSiE,130,125,135,9,0.00636942675159236,0.636942675159236,1482,1413
Thyroid,SuSiE,140,135,145,7,0.00495399858457183,0.495399858457183,1482,1413
Thyroid,SuSiE,150,145,155,6,0.00424628450106157,0.424628450106157,1482,1413
Thyroid,SuSiE,160,155,165,6,0.00424628450106157,0.424628450106157,1482,1413
Thyroid,SuSiE,170,165,175,5,0.00353857041755131,0.353857041755131,1482,1413
Thyroid,SuSiE,180,175,185,3,0.00212314225053079,0.212314225053079,1482,1413
Thyroid,SuSiE,190,185,195,5,0.00353857041755131,0.353857041755131,1482,1413
Thyroid,SuSiE,200,195,205,5,0.00353857041755131,0.353857041755131,1482,1413
Thyroid,Weighted SuSiE-mix,-200,-205,-195,2,0.00141843971631206,0.141843971631206,1477,1410
Thyroid,Weighted SuSiE-mix,-190,-195,-185,3,0.00212765957446809,0.212765957446809,1477,1410
Thyroid,Weighted SuSiE-mix,-180,-185,-175,6,0.00425531914893617,0.425531914893617,1477,1410
Thyroid,Weighted SuSiE-mix,-170,-175,-165,5,0.00354609929078014,0.354609929078014,1477,1410
Thyroid,Weighted SuSiE-mix,-160,-165,-155,10,0.00709219858156028,0.709219858156028,1477,1410
Thyroid,Weighted SuSiE-mix,-150,-155,-145,12,0.00851063829787234,0.851063829787234,1477,1410
Thyroid,Weighted SuSiE-mix,-140,-145,-135,7,0.0049645390070922,0.49645390070922,1477,1410
Thyroid,Weighted SuSiE-mix,-130,-135,-125,7,0.0049645390070922,0.49645390070922,1477,1410
Thyroid,Weighted SuSiE-mix,-120,-125,-115,9,0.00638297872340426,0.638297872340426,1477,1410
Thyroid,Weighted SuSiE-mix,-110,-115,-105,10,0.00709219858156028,0.709219858156028,1477,1410
Thyroid,Weighted SuSiE-mix,-100,-105,-95,9,0.00638297872340426,0.638297872340426,1477,1410
Thyroid,Weighted SuSiE-mix,-90,-95,-85,22,0.0156028368794326,1.56028368794326,1477,1410
Thyroid,Weighted SuSiE-mix,-80,-85,-75,21,0.0148936170212766,1.48936170212766,1477,1410
Thyroid,Weighted SuSiE-mix,-70,-75,-65,23,0.0163120567375887,1.63120567375887,1477,1410
Thyroid,Weighted SuSiE-mix,-60,-65,-55,29,0.0205673758865248,2.05673758865248,1477,1410
Thyroid,Weighted SuSiE-mix,-50,-55,-45,28,0.0198581560283688,1.98581560283688,1477,1410
Thyroid,Weighted SuSiE-mix,-40,-45,-35,35,0.024822695035461,2.4822695035461,1477,1410
Thyroid,Weighted SuSiE-mix,-30,-35,-25,67,0.0475177304964539,4.75177304964539,1477,1410
Thyroid,Weighted SuSiE-mix,-20,-25,-15,97,0.0687943262411348,6.87943262411348,1477,1410
Thyroid,Weighted SuSiE-mix,-10,-15,-5,135,0.0957446808510638,9.57446808510638,1477,1410
Thyroid,Weighted SuSiE-mix,0,-5,5,331,0.234751773049645,23.4751773049645,1477,1410
Thyroid,Weighted SuSiE-mix,10,5,15,153,0.108510638297872,10.8510638297872,1477,1410
Thyroid,Weighted SuSiE-mix,20,15,25,85,0.0602836879432624,6.02836879432624,1477,1410
Thyroid,Weighted SuSiE-mix,30,25,35,69,0.048936170212766,4.8936170212766,1477,1410
Thyroid,Weighted SuSiE-mix,40,35,45,44,0.0312056737588653,3.12056737588653,1477,1410
Thyroid,Weighted SuSiE-mix,50,45,55,29,0.0205673758865248,2.05673758865248,1477,1410
Thyroid,Weighted SuSiE-mix,60,55,65,32,0.0226950354609929,2.26950354609929,1477,1410
Thyroid,Weighted SuSiE-mix,70,65,75,17,0.0120567375886525,1.20567375886525,1477,1410
Thyroid,Weighted SuSiE-mix,80,75,85,18,0.0127659574468085,1.27659574468085,1477,1410
Thyroid,Weighted SuSiE-mix,90,85,95,17,0.0120567375886525,1.20567375886525,1477,1410
Thyroid,Weighted SuSiE-mix,100,95,105,15,0.0106382978723404,1.06382978723404,1477,1410
Thyroid,Weighted SuSiE-mix,110,105,115,12,0.00851063829787234,0.851063829787234,1477,1410
Thyroid,Weighted SuSiE-mix,120,115,125,4,0.00283687943262411,0.283687943262411,1477,1410
Thyroid,Weighted SuSiE-mix,130,125,135,9,0.00638297872340426,0.638297872340426,1477,1410
Thyroid,Weighted SuSiE-mix,140,135,145,8,0.00567375886524823,0.567375886524823,1477,1410
Thyroid,Weighted SuSiE-mix,150,145,155,6,0.00425531914893617,0.425531914893617,1477,1410
Thyroid,Weighted SuSiE-mix,160,155,165,7,0.0049645390070922,0.49645390070922,1477,1410
Thyroid,Weighted SuSiE-mix,170,165,175,5,0.00354609929078014,0.354609929078014,1477,1410
Thyroid,Weighted SuSiE-mix,180,175,185,2,0.00141843971631206,0.141843971631206,1477,1410
Thyroid,Weighted SuSiE-mix,190,185,195,5,0.00354609929078014,0.354609929078014,1477,1410
Thyroid,Weighted SuSiE-mix,200,195,205,5,0.00354609929078014,0.354609929078014,1477,1410
Uterus,SuSiE,-200,-205,-195,1,0.0128205128205128,1.28205128205128,82,78
Uterus,SuSiE,-190,-195,-185,0,0,0,82,78
Uterus,SuSiE,-180,-185,-175,0,0,0,82,78
Uterus,SuSiE,-170,-175,-165,0,0,0,82,78
Uterus,SuSiE,-160,-165,-155,0,0,0,82,78
Uterus,SuSiE,-150,-155,-145,0,0,0,82,78
Uterus,SuSiE,-140,-145,-135,0,0,0,82,78
Uterus,SuSiE,-130,-135,-125,0,0,0,82,78
Uterus,SuSiE,-120,-125,-115,1,0.0128205128205128,1.28205128205128,82,78
Uterus,SuSiE,-110,-115,-105,2,0.0256410256410256,2.56410256410256,82,78
Uterus,SuSiE,-100,-105,-95,2,0.0256410256410256,2.56410256410256,82,78
Uterus,SuSiE,-90,-95,-85,0,0,0,82,78
Uterus,SuSiE,-80,-85,-75,0,0,0,82,78
Uterus,SuSiE,-70,-75,-65,1,0.0128205128205128,1.28205128205128,82,78
Uterus,SuSiE,-60,-65,-55,2,0.0256410256410256,2.56410256410256,82,78
Uterus,SuSiE,-50,-55,-45,3,0.0384615384615385,3.84615384615385,82,78
Uterus,SuSiE,-40,-45,-35,1,0.0128205128205128,1.28205128205128,82,78
Uterus,SuSiE,-30,-35,-25,2,0.0256410256410256,2.56410256410256,82,78
Uterus,SuSiE,-20,-25,-15,5,0.0641025641025641,6.41025641025641,82,78
Uterus,SuSiE,-10,-15,-5,14,0.17948717948718,17.948717948718,82,78
Uterus,SuSiE,0,-5,5,19,0.243589743589744,24.3589743589744,82,78
Uterus,SuSiE,10,5,15,5,0.0641025641025641,6.41025641025641,82,78
Uterus,SuSiE,20,15,25,8,0.102564102564103,10.2564102564103,82,78
Uterus,SuSiE,30,25,35,2,0.0256410256410256,2.56410256410256,82,78
Uterus,SuSiE,40,35,45,1,0.0128205128205128,1.28205128205128,82,78
Uterus,SuSiE,50,45,55,1,0.0128205128205128,1.28205128205128,82,78
Uterus,SuSiE,60,55,65,0,0,0,82,78
Uterus,SuSiE,70,65,75,1,0.0128205128205128,1.28205128205128,82,78
Uterus,SuSiE,80,75,85,1,0.0128205128205128,1.28205128205128,82,78
Uterus,SuSiE,90,85,95,0,0,0,82,78
Uterus,SuSiE,100,95,105,1,0.0128205128205128,1.28205128205128,82,78
Uterus,SuSiE,110,105,115,1,0.0128205128205128,1.28205128205128,82,78
Uterus,SuSiE,120,115,125,1,0.0128205128205128,1.28205128205128,82,78
Uterus,SuSiE,130,125,135,0,0,0,82,78
Uterus,SuSiE,140,135,145,0,0,0,82,78
Uterus,SuSiE,150,145,155,0,0,0,82,78
Uterus,SuSiE,160,155,165,1,0.0128205128205128,1.28205128205128,82,78
Uterus,SuSiE,170,165,175,0,0,0,82,78
Uterus,SuSiE,180,175,185,1,0.0128205128205128,1.28205128205128,82,78
Uterus,SuSiE,190,185,195,0,0,0,82,78
Uterus,SuSiE,200,195,205,1,0.0128205128205128,1.28205128205128,82,78
Uterus,Weighted SuSiE-mix,-200,-205,-195,1,0.0128205128205128,1.28205128205128,82,78
Uterus,Weighted SuSiE-mix,-190,-195,-185,0,0,0,82,78
Uterus,Weighted SuSiE-mix,-180,-185,-175,0,0,0,82,78
Uterus,Weighted SuSiE-mix,-170,-175,-165,0,0,0,82,78
Uterus,Weighted SuSiE-mix,-160,-165,-155,0,0,0,82,78
Uterus,Weighted SuSiE-mix,-150,-155,-145,0,0,0,82,78
Uterus,Weighted SuSiE-mix,-140,-145,-135,0,0,0,82,78
Uterus,Weighted SuSiE-mix,-130,-135,-125,0,0,0,82,78
Uterus,Weighted SuSiE-mix,-120,-125,-115,1,0.0128205128205128,1.28205128205128,82,78
Uterus,Weighted SuSiE-mix,-110,-115,-105,2,0.0256410256410256,2.56410256410256,82,78
Uterus,Weighted SuSiE-mix,-100,-105,-95,2,0.0256410256410256,2.56410256410256,82,78
Uterus,Weighted SuSiE-mix,-90,-95,-85,0,0,0,82,78
Uterus,Weighted SuSiE-mix,-80,-85,-75,0,0,0,82,78
Uterus,Weighted SuSiE-mix,-70,-75,-65,1,0.0128205128205128,1.28205128205128,82,78
Uterus,Weighted SuSiE-mix,-60,-65,-55,2,0.0256410256410256,2.56410256410256,82,78
Uterus,Weighted SuSiE-mix,-50,-55,-45,3,0.0384615384615385,3.84615384615385,82,78
Uterus,Weighted SuSiE-mix,-40,-45,-35,1,0.0128205128205128,1.28205128205128,82,78
Uterus,Weighted SuSiE-mix,-30,-35,-25,1,0.0128205128205128,1.28205128205128,82,78
Uterus,Weighted SuSiE-mix,-20,-25,-15,5,0.0641025641025641,6.41025641025641,82,78
Uterus,Weighted SuSiE-mix,-10,-15,-5,14,0.17948717948718,17.948717948718,82,78
Uterus,Weighted SuSiE-mix,0,-5,5,19,0.243589743589744,24.3589743589744,82,78
Uterus,Weighted SuSiE-mix,10,5,15,6,0.0769230769230769,7.69230769230769,82,78
Uterus,Weighted SuSiE-mix,20,15,25,7,0.0897435897435897,8.97435897435897,82,78
Uterus,Weighted SuSiE-mix,30,25,35,2,0.0256410256410256,2.56410256410256,82,78
Uterus,Weighted SuSiE-mix,40,35,45,1,0.0128205128205128,1.28205128205128,82,78
Uterus,Weighted SuSiE-mix,50,45,55,1,0.0128205128205128,1.28205128205128,82,78
Uterus,Weighted SuSiE-mix,60,55,65,0,0,0,82,78
Uterus,Weighted SuSiE-mix,70,65,75,1,0.0128205128205128,1.28205128205128,82,78
Uterus,Weighted SuSiE-mix,80,75,85,1,0.0128205128205128,1.28205128205128,82,78
Uterus,Weighted SuSiE-mix,90,85,95,1,0.0128205128205128,1.28205128205128,82,78
Uterus,Weighted SuSiE-mix,100,95,105,1,0.0128205128205128,1.28205128205128,82,78
Uterus,Weighted SuSiE-mix,110,105,115,1,0.0128205128205128,1.28205128205128,82,78
Uterus,Weighted SuSiE-mix,120,115,125,1,0.0128205128205128,1.28205128205128,82,78
Uterus,Weighted SuSiE-mix,130,125,135,0,0,0,82,78
Uterus,Weighted SuSiE-mix,140,135,145,0,0,0,82,78
Uterus,Weighted SuSiE-mix,150,145,155,0,0,0,82,78
Uterus,Weighted SuSiE-mix,160,155,165,1,0.0128205128205128,1.28205128205128,82,78
Uterus,Weighted SuSiE-mix,170,165,175,0,0,0,82,78
Uterus,Weighted SuSiE-mix,180,175,185,1,0.0128205128205128,1.28205128205128,82,78
Uterus,Weighted SuSiE-mix,190,185,195,0,0,0,82,78
Uterus,Weighted SuSiE-mix,200,195,205,1,0.0128205128205128,1.28205128205128,82,78
Vagina,SuSiE,-200,-205,-195,0,0,0,52,49
Vagina,SuSiE,-190,-195,-185,0,0,0,52,49
Vagina,SuSiE,-180,-185,-175,0,0,0,52,49
Vagina,SuSiE,-170,-175,-165,0,0,0,52,49
Vagina,SuSiE,-160,-165,-155,0,0,0,52,49
Vagina,SuSiE,-150,-155,-145,0,0,0,52,49
Vagina,SuSiE,-140,-145,-135,0,0,0,52,49
Vagina,SuSiE,-130,-135,-125,0,0,0,52,49
Vagina,SuSiE,-120,-125,-115,1,0.0204081632653061,2.04081632653061,52,49
Vagina,SuSiE,-110,-115,-105,1,0.0204081632653061,2.04081632653061,52,49
Vagina,SuSiE,-100,-105,-95,0,0,0,52,49
Vagina,SuSiE,-90,-95,-85,0,0,0,52,49
Vagina,SuSiE,-80,-85,-75,1,0.0204081632653061,2.04081632653061,52,49
Vagina,SuSiE,-70,-75,-65,0,0,0,52,49
Vagina,SuSiE,-60,-65,-55,0,0,0,52,49
Vagina,SuSiE,-50,-55,-45,2,0.0408163265306122,4.08163265306122,52,49
Vagina,SuSiE,-40,-45,-35,0,0,0,52,49
Vagina,SuSiE,-30,-35,-25,1,0.0204081632653061,2.04081632653061,52,49
Vagina,SuSiE,-20,-25,-15,5,0.102040816326531,10.2040816326531,52,49
Vagina,SuSiE,-10,-15,-5,6,0.122448979591837,12.2448979591837,52,49
Vagina,SuSiE,0,-5,5,16,0.326530612244898,32.6530612244898,52,49
Vagina,SuSiE,10,5,15,5,0.102040816326531,10.2040816326531,52,49
Vagina,SuSiE,20,15,25,5,0.102040816326531,10.2040816326531,52,49
Vagina,SuSiE,30,25,35,2,0.0408163265306122,4.08163265306122,52,49
Vagina,SuSiE,40,35,45,0,0,0,52,49
Vagina,SuSiE,50,45,55,0,0,0,52,49
Vagina,SuSiE,60,55,65,2,0.0408163265306122,4.08163265306122,52,49
Vagina,SuSiE,70,65,75,0,0,0,52,49
Vagina,SuSiE,80,75,85,0,0,0,52,49
Vagina,SuSiE,90,85,95,0,0,0,52,49
Vagina,SuSiE,100,95,105,0,0,0,52,49
Vagina,SuSiE,110,105,115,0,0,0,52,49
Vagina,SuSiE,120,115,125,0,0,0,52,49
Vagina,SuSiE,130,125,135,0,0,0,52,49
Vagina,SuSiE,140,135,145,0,0,0,52,49
Vagina,SuSiE,150,145,155,2,0.0408163265306122,4.08163265306122,52,49
Vagina,SuSiE,160,155,165,0,0,0,52,49
Vagina,SuSiE,170,165,175,0,0,0,52,49
Vagina,SuSiE,180,175,185,0,0,0,52,49
Vagina,SuSiE,190,185,195,0,0,0,52,49
Vagina,SuSiE,200,195,205,0,0,0,52,49
Vagina,Weighted SuSiE-mix,-200,-205,-195,0,0,0,52,49
Vagina,Weighted SuSiE-mix,-190,-195,-185,0,0,0,52,49
Vagina,Weighted SuSiE-mix,-180,-185,-175,0,0,0,52,49
Vagina,Weighted SuSiE-mix,-170,-175,-165,0,0,0,52,49
Vagina,Weighted SuSiE-mix,-160,-165,-155,0,0,0,52,49
Vagina,Weighted SuSiE-mix,-150,-155,-145,0,0,0,52,49
Vagina,Weighted SuSiE-mix,-140,-145,-135,0,0,0,52,49
Vagina,Weighted SuSiE-mix,-130,-135,-125,0,0,0,52,49
Vagina,Weighted SuSiE-mix,-120,-125,-115,1,0.0204081632653061,2.04081632653061,52,49
Vagina,Weighted SuSiE-mix,-110,-115,-105,1,0.0204081632653061,2.04081632653061,52,49
Vagina,Weighted SuSiE-mix,-100,-105,-95,0,0,0,52,49
Vagina,Weighted SuSiE-mix,-90,-95,-85,0,0,0,52,49
Vagina,Weighted SuSiE-mix,-80,-85,-75,1,0.0204081632653061,2.04081632653061,52,49
Vagina,Weighted SuSiE-mix,-70,-75,-65,0,0,0,52,49
Vagina,Weighted SuSiE-mix,-60,-65,-55,0,0,0,52,49
Vagina,Weighted SuSiE-mix,-50,-55,-45,2,0.0408163265306122,4.08163265306122,52,49
Vagina,Weighted SuSiE-mix,-40,-45,-35,0,0,0,52,49
Vagina,Weighted SuSiE-mix,-30,-35,-25,1,0.0204081632653061,2.04081632653061,52,49
Vagina,Weighted SuSiE-mix,-20,-25,-15,5,0.102040816326531,10.2040816326531,52,49
Vagina,Weighted SuSiE-mix,-10,-15,-5,6,0.122448979591837,12.2448979591837,52,49
Vagina,Weighted SuSiE-mix,0,-5,5,16,0.326530612244898,32.6530612244898,52,49
Vagina,Weighted SuSiE-mix,10,5,15,5,0.102040816326531,10.2040816326531,52,49
Vagina,Weighted SuSiE-mix,20,15,25,5,0.102040816326531,10.2040816326531,52,49
Vagina,Weighted SuSiE-mix,30,25,35,2,0.0408163265306122,4.08163265306122,52,49
Vagina,Weighted SuSiE-mix,40,35,45,0,0,0,52,49
Vagina,Weighted SuSiE-mix,50,45,55,0,0,0,52,49
Vagina,Weighted SuSiE-mix,60,55,65,2,0.0408163265306122,4.08163265306122,52,49
Vagina,Weighted SuSiE-mix,70,65,75,0,0,0,52,49
Vagina,Weighted SuSiE-mix,80,75,85,0,0,0,52,49
Vagina,Weighted SuSiE-mix,90,85,95,0,0,0,52,49
Vagina,Weighted SuSiE-mix,100,95,105,0,0,0,52,49
Vagina,Weighted SuSiE-mix,110,105,115,0,0,0,52,49
Vagina,Weighted SuSiE-mix,120,115,125,0,0,0,52,49
Vagina,Weighted SuSiE-mix,130,125,135,0,0,0,52,49
Vagina,Weighted SuSiE-mix,140,135,145,0,0,0,52,49
Vagina,Weighted SuSiE-mix,150,145,155,2,0.0408163265306122,4.08163265306122,52,49
Vagina,Weighted SuSiE-mix,160,155,165,0,0,0,52,49
Vagina,Weighted SuSiE-mix,170,165,175,0,0,0,52,49
Vagina,Weighted SuSiE-mix,180,175,185,0,0,0,52,49
Vagina,Weighted SuSiE-mix,190,185,195,0,0,0,52,49
Vagina,Weighted SuSiE-mix,200,195,205,0,0,0,52,49
