tissue,model,distance_to_tss_kb,bin_lower_kb,bin_upper_kb,count,proportion,percentage,n_cs_total,n_cs_in_window
Small Intestine,SuSiE,-190,-195,-185,1,0.0087719298245614,0.87719298245614,121,114
Small Intestine,SuSiE,-180,-185,-175,1,0.0087719298245614,0.87719298245614,121,114
Small Intestine,SuSiE,-170,-175,-165,0,0,0,121,114
Small Intestine,SuSiE,-160,-165,-155,0,0,0,121,114
Small Intestine,SuSiE,-150,-155,-145,0,0,0,121,114
Small Intestine,SuSiE,-140,-145,-135,0,0,0,121,114
Small Intestine,SuSiE,-130,-135,-125,0,0,0,121,114
Small Intestine,SuSiE,-120,-125,-115,0,0,0,121,114
Small Intestine,SuSiE,-110,-115,-105,2,0.0175438596491228,1.75438596491228,121,114
Small Intestine,SuSiE,-100,-105,-95,1,0.0087719298245614,0.87719298245614,121,114
Small Intestine,SuSiE,-90,-95,-85,2,0.0175438596491228,1.75438596491228,121,114
Small Intestine,SuSiE,-80,-85,-75,0,0,0,121,114
Small Intestine,SuSiE,-70,-75,-65,0,0,0,121,114
Small Intestine,SuSiE,-60,-65,-55,1,0.0087719298245614,0.87719298245614,121,114
Small Intestine,SuSiE,-50,-55,-45,1,0.0087719298245614,0.87719298245614,121,114
Small Intestine,SuSiE,-40,-45,-35,3,0.0263157894736842,2.63157894736842,121,114
Small Intestine,SuSiE,-30,-35,-25,6,0.0526315789473684,5.26315789473684,121,114
Small Intestine,SuSiE,-20,-25,-15,15,0.131578947368421,13.1578947368421,121,114
Small Intestine,SuSiE,-10,-15,-5,12,0.105263157894737,10.5263157894737,121,114
Small Intestine,SuSiE,0,-5,5,33,0.289473684210526,28.9473684210526,121,114
Small Intestine,SuSiE,10,5,15,7,0.0614035087719298,6.14035087719298,121,114
Small Intestine,SuSiE,20,15,25,7,0.0614035087719298,6.14035087719298,121,114
Small Intestine,SuSiE,30,25,35,3,0.0263157894736842,2.63157894736842,121,114
Small Intestine,SuSiE,40,35,45,5,0.043859649122807,4.3859649122807,121,114
Small Intestine,SuSiE,50,45,55,1,0.0087719298245614,0.87719298245614,121,114
Small Intestine,SuSiE,60,55,65,2,0.0175438596491228,1.75438596491228,121,114
Small Intestine,SuSiE,70,65,75,3,0.0263157894736842,2.63157894736842,121,114
Small Intestine,SuSiE,80,75,85,2,0.0175438596491228,1.75438596491228,121,114
Small Intestine,SuSiE,90,85,95,2,0.0175438596491228,1.75438596491228,121,114
Small Intestine,SuSiE,100,95,105,0,0,0,121,114
Small Intestine,SuSiE,110,105,115,0,0,0,121,114
Small Intestine,SuSiE,120,115,125,0,0,0,121,114
Small Intestine,SuSiE,130,125,135,1,0.0087719298245614,0.87719298245614,121,114
Small Intestine,SuSiE,140,135,145,0,0,0,121,114
Small Intestine,SuSiE,150,145,155,2,0.0175438596491228,1.75438596491228,121,114
Small Intestine,SuSiE,160,155,165,1,0.0087719298245614,0.87719298245614,121,114
Small Intestine,SuSiE,170,165,175,0,0,0,121,114
Small Intestine,SuSiE,180,175,185,0,0,0,121,114
Small Intestine,SuSiE,190,185,195,0,0,0,121,114
Small Intestine,SuSiE,200,195,205,0,0,0,121,114
Small Intestine,Weighted SuSiE-mix,-200,-205,-195,0,0,0,121,114
Small Intestine,Weighted SuSiE-mix,-190,-195,-185,0,0,0,121,114
Small Intestine,Weighted SuSiE-mix,-180,-185,-175,1,0.0087719298245614,0.87719298245614,121,114
Small Intestine,Weighted SuSiE-mix,-170,-175,-165,0,0,0,121,114
Small Intestine,Weighted SuSiE-mix,-160,-165,-155,0,0,0,121,114
Small Intestine,Weighted SuSiE-mix,-150,-155,-145,0,0,0,121,114
Small Intestine,Weighted SuSiE-mix,-140,-145,-135,0,0,0,121,114
Small Intestine,Weighted SuSiE-mix,-130,-135,-125,1,0.0087719298245614,0.87719298245614,121,114
Small Intestine,Weighted SuSiE-mix,-120,-125,-115,0,0,0,121,114
Small Intestine,Weighted SuSiE-mix,-110,-115,-105,3,0.0263157894736842,2.63157894736842,121,114
Small Intestine,Weighted SuSiE-mix,-100,-105,-95,0,0,0,121,114
Small Intestine,Weighted SuSiE-mix,-90,-95,-85,2,0.0175438596491228,1.75438596491228,121,114
Small Intestine,Weighted SuSiE-mix,-80,-85,-75,0,0,0,121,114
Small Intestine,Weighted SuSiE-mix,-70,-75,-65,0,0,0,121,114
Small Intestine,Weighted SuSiE-mix,-60,-65,-55,1,0.0087719298245614,0.87719298245614,121,114
Small Intestine,Weighted SuSiE-mix,-50,-55,-45,1,0.0087719298245614,0.87719298245614,121,114
Small Intestine,Weighted SuSiE-mix,-40,-45,-35,3,0.0263157894736842,2.63157894736842,121,114
Small Intestine,Weighted SuSiE-mix,-30,-35,-25,6,0.0526315789473684,5.26315789473684,121,114
Small Intestine,Weighted SuSiE-mix,-20,-25,-15,15,0.131578947368421,13.1578947368421,121,114
Small Intestine,Weighted SuSiE-mix,-10,-15,-5,12,0.105263157894737,10.5263157894737,121,114
Small Intestine,Weighted SuSiE-mix,0,-5,5,33,0.289473684210526,28.9473684210526,121,114
Small Intestine,Weighted SuSiE-mix,10,5,15,7,0.0614035087719298,6.14035087719298,121,114
Small Intestine,Weighted SuSiE-mix,20,15,25,7,0.0614035087719298,6.14035087719298,121,114
Small Intestine,Weighted SuSiE-mix,30,25,35,3,0.0263157894736842,2.63157894736842,121,114
Small Intestine,Weighted SuSiE-mix,40,35,45,5,0.043859649122807,4.3859649122807,121,114
Small Intestine,Weighted SuSiE-mix,50,45,55,1,0.0087719298245614,0.87719298245614,121,114
Small Intestine,Weighted SuSiE-mix,60,55,65,2,0.0175438596491228,1.75438596491228,121,114
Small Intestine,Weighted SuSiE-mix,70,65,75,3,0.0263157894736842,2.63157894736842,121,114
Small Intestine,Weighted SuSiE-mix,80,75,85,2,0.0175438596491228,1.75438596491228,121,114
Small Intestine,Weighted SuSiE-mix,90,85,95,2,0.0175438596491228,1.75438596491228,121,114
Small Intestine,Weighted SuSiE-mix,100,95,105,0,0,0,121,114
Small Intestine,Weighted SuSiE-mix,110,105,115,0,0,0,121,114
Small Intestine,Weighted SuSiE-mix,120,115,125,0,0,0,121,114
Small Intestine,Weighted SuSiE-mix,130,125,135,1,0.0087719298245614,0.87719298245614,121,114
Small Intestine,Weighted SuSiE-mix,140,135,145,0,0,0,121,114
Small Intestine,Weighted SuSiE-mix,150,145,155,2,0.0175438596491228,1.75438596491228,121,114
Small Intestine,Weighted SuSiE-mix,160,155,165,1,0.0087719298245614,0.87719298245614,121,114
Small Intestine,Weighted SuSiE-mix,170,165,175,0,0,0,121,114
Small Intestine,Weighted SuSiE-mix,180,175,185,0,0,0,121,114
Small Intestine,Weighted SuSiE-mix,190,185,195,0,0,0,121,114
Small Intestine,Weighted SuSiE-mix,200,195,205,0,0,0,121,114
Spleen,SuSiE,-200,-205,-195,2,0.00455580865603645,0.455580865603645,457,439
Spleen,SuSiE,-190,-195,-185,0,0,0,457,439
Spleen,SuSiE,-180,-185,-175,3,0.00683371298405467,0.683371298405467,457,439
Spleen,SuSiE,-170,-175,-165,0,0,0,457,439
Spleen,SuSiE,-160,-165,-155,1,0.00227790432801822,0.227790432801822,457,439
Spleen,SuSiE,-150,-155,-145,0,0,0,457,439
Spleen,SuSiE,-140,-145,-135,4,0.00911161731207289,0.911161731207289,457,439
Spleen,SuSiE,-130,-135,-125,1,0.00227790432801822,0.227790432801822,457,439
Spleen,SuSiE,-120,-125,-115,2,0.00455580865603645,0.455580865603645,457,439
Spleen,SuSiE,-110,-115,-105,4,0.00911161731207289,0.911161731207289,457,439
Spleen,SuSiE,-100,-105,-95,4,0.00911161731207289,0.911161731207289,457,439
Spleen,SuSiE,-90,-95,-85,5,0.0113895216400911,1.13895216400911,457,439
Spleen,SuSiE,-80,-85,-75,4,0.00911161731207289,0.911161731207289,457,439
Spleen,SuSiE,-70,-75,-65,7,0.0159453302961276,1.59453302961276,457,439
Spleen,SuSiE,-60,-65,-55,8,0.0182232346241458,1.82232346241458,457,439
Spleen,SuSiE,-50,-55,-45,15,0.0341685649202734,3.41685649202734,457,439
Spleen,SuSiE,-40,-45,-35,18,0.041002277904328,4.1002277904328,457,439
Spleen,SuSiE,-30,-35,-25,19,0.0432801822323462,4.32801822323462,457,439
Spleen,SuSiE,-20,-25,-15,26,0.0592255125284738,5.92255125284738,457,439
Spleen,SuSiE,-10,-15,-5,47,0.107061503416857,10.7061503416857,457,439
Spleen,SuSiE,0,-5,5,118,0.26879271070615,26.879271070615,457,439
Spleen,SuSiE,10,5,15,35,0.0797266514806378,7.97266514806378,457,439
Spleen,SuSiE,20,15,25,30,0.0683371298405467,6.83371298405467,457,439
Spleen,SuSiE,30,25,35,20,0.0455580865603645,4.55580865603645,457,439
Spleen,SuSiE,40,35,45,17,0.0387243735763098,3.87243735763098,457,439
Spleen,SuSiE,50,45,55,8,0.0182232346241458,1.82232346241458,457,439
Spleen,SuSiE,60,55,65,3,0.00683371298405467,0.683371298405467,457,439
Spleen,SuSiE,70,65,75,4,0.00911161731207289,0.911161731207289,457,439
Spleen,SuSiE,80,75,85,7,0.0159453302961276,1.59453302961276,457,439
Spleen,SuSiE,90,85,95,5,0.0113895216400911,1.13895216400911,457,439
Spleen,SuSiE,100,95,105,4,0.00911161731207289,0.911161731207289,457,439
Spleen,SuSiE,110,105,115,3,0.00683371298405467,0.683371298405467,457,439
Spleen,SuSiE,120,115,125,3,0.00683371298405467,0.683371298405467,457,439
Spleen,SuSiE,130,125,135,4,0.00911161731207289,0.911161731207289,457,439
Spleen,SuSiE,140,135,145,1,0.00227790432801822,0.227790432801822,457,439
Spleen,SuSiE,150,145,155,2,0.00455580865603645,0.455580865603645,457,439
Spleen,SuSiE,160,155,165,2,0.00455580865603645,0.455580865603645,457,439
Spleen,SuSiE,170,165,175,0,0,0,457,439
Spleen,SuSiE,180,175,185,1,0.00227790432801822,0.227790432801822,457,439
Spleen,SuSiE,190,185,195,1,0.00227790432801822,0.227790432801822,457,439
Spleen,SuSiE,200,195,205,1,0.00227790432801822,0.227790432801822,457,439
Spleen,Weighted SuSiE-mix,-200,-205,-195,2,0.00455580865603645,0.455580865603645,457,439
Spleen,Weighted SuSiE-mix,-190,-195,-185,0,0,0,457,439
Spleen,Weighted SuSiE-mix,-180,-185,-175,3,0.00683371298405467,0.683371298405467,457,439
Spleen,Weighted SuSiE-mix,-170,-175,-165,0,0,0,457,439
Spleen,Weighted SuSiE-mix,-160,-165,-155,1,0.00227790432801822,0.227790432801822,457,439
Spleen,Weighted SuSiE-mix,-150,-155,-145,0,0,0,457,439
Spleen,Weighted SuSiE-mix,-140,-145,-135,4,0.00911161731207289,0.911161731207289,457,439
Spleen,Weighted SuSiE-mix,-130,-135,-125,1,0.00227790432801822,0.227790432801822,457,439
Spleen,Weighted SuSiE-mix,-120,-125,-115,2,0.00455580865603645,0.455580865603645,457,439
Spleen,Weighted SuSiE-mix,-110,-115,-105,4,0.00911161731207289,0.911161731207289,457,439
Spleen,Weighted SuSiE-mix,-100,-105,-95,4,0.00911161731207289,0.911161731207289,457,439
Spleen,Weighted SuSiE-mix,-90,-95,-85,5,0.0113895216400911,1.13895216400911,457,439
Spleen,Weighted SuSiE-mix,-80,-85,-75,3,0.00683371298405467,0.683371298405467,457,439
Spleen,Weighted SuSiE-mix,-70,-75,-65,8,0.0182232346241458,1.82232346241458,457,439
Spleen,Weighted SuSiE-mix,-60,-65,-55,8,0.0182232346241458,1.82232346241458,457,439
Spleen,Weighted SuSiE-mix,-50,-55,-45,15,0.0341685649202734,3.41685649202734,457,439
Spleen,Weighted SuSiE-mix,-40,-45,-35,18,0.041002277904328,4.1002277904328,457,439
Spleen,Weighted SuSiE-mix,-30,-35,-25,18,0.041002277904328,4.1002277904328,457,439
Spleen,Weighted SuSiE-mix,-20,-25,-15,25,0.0569476082004556,5.69476082004556,457,439
Spleen,Weighted SuSiE-mix,-10,-15,-5,47,0.107061503416857,10.7061503416857,457,439
Spleen,Weighted SuSiE-mix,0,-5,5,120,0.273348519362187,27.3348519362187,457,439
Spleen,Weighted SuSiE-mix,10,5,15,36,0.082004555808656,8.2004555808656,457,439
Spleen,Weighted SuSiE-mix,20,15,25,32,0.0728929384965831,7.28929384965831,457,439
Spleen,Weighted SuSiE-mix,30,25,35,20,0.0455580865603645,4.55580865603645,457,439
Spleen,Weighted SuSiE-mix,40,35,45,15,0.0341685649202734,3.41685649202734,457,439
Spleen,Weighted SuSiE-mix,50,45,55,7,0.0159453302961276,1.59453302961276,457,439
Spleen,Weighted SuSiE-mix,60,55,65,4,0.00911161731207289,0.911161731207289,457,439
Spleen,Weighted SuSiE-mix,70,65,75,4,0.00911161731207289,0.911161731207289,457,439
Spleen,Weighted SuSiE-mix,80,75,85,7,0.0159453302961276,1.59453302961276,457,439
Spleen,Weighted SuSiE-mix,90,85,95,5,0.0113895216400911,1.13895216400911,457,439
Spleen,Weighted SuSiE-mix,100,95,105,3,0.00683371298405467,0.683371298405467,457,439
Spleen,Weighted SuSiE-mix,110,105,115,3,0.00683371298405467,0.683371298405467,457,439
Spleen,Weighted SuSiE-mix,120,115,125,2,0.00455580865603645,0.455580865603645,457,439
Spleen,Weighted SuSiE-mix,130,125,135,4,0.00911161731207289,0.911161731207289,457,439
Spleen,Weighted SuSiE-mix,140,135,145,1,0.00227790432801822,0.227790432801822,457,439
Spleen,Weighted SuSiE-mix,150,145,155,2,0.00455580865603645,0.455580865603645,457,439
Spleen,Weighted SuSiE-mix,160,155,165,3,0.00683371298405467,0.683371298405467,457,439
Spleen,Weighted SuSiE-mix,170,165,175,0,0,0,457,439
Spleen,Weighted SuSiE-mix,180,175,185,1,0.00227790432801822,0.227790432801822,457,439
Spleen,Weighted SuSiE-mix,190,185,195,1,0.00227790432801822,0.227790432801822,457,439
Spleen,Weighted SuSiE-mix,200,195,205,1,0.00227790432801822,0.227790432801822,457,439
Stomach,SuSiE,-200,-205,-195,1,0.0050761421319797,0.50761421319797,202,197
Stomach,SuSiE,-190,-195,-185,0,0,0,202,197
Stomach,SuSiE,-180,-185,-175,3,0.0152284263959391,1.52284263959391,202,197
Stomach,SuSiE,-170,-175,-165,1,0.0050761421319797,0.50761421319797,202,197
Stomach,SuSiE,-160,-165,-155,0,0,0,202,197
Stomach,SuSiE,-150,-155,-145,0,0,0,202,197
Stomach,SuSiE,-140,-145,-135,1,0.0050761421319797,0.50761421319797,202,197
Stomach,SuSiE,-130,-135,-125,1,0.0050761421319797,0.50761421319797,202,197
Stomach,SuSiE,-120,-125,-115,2,0.0101522842639594,1.01522842639594,202,197
Stomach,SuSiE,-110,-115,-105,1,0.0050761421319797,0.50761421319797,202,197
Stomach,SuSiE,-100,-105,-95,2,0.0101522842639594,1.01522842639594,202,197
Stomach,SuSiE,-90,-95,-85,2,0.0101522842639594,1.01522842639594,202,197
Stomach,SuSiE,-80,-85,-75,2,0.0101522842639594,1.01522842639594,202,197
Stomach,SuSiE,-70,-75,-65,3,0.0152284263959391,1.52284263959391,202,197
Stomach,SuSiE,-60,-65,-55,7,0.0355329949238579,3.55329949238579,202,197
Stomach,SuSiE,-50,-55,-45,5,0.0253807106598985,2.53807106598985,202,197
Stomach,SuSiE,-40,-45,-35,10,0.050761421319797,5.0761421319797,202,197
Stomach,SuSiE,-30,-35,-25,8,0.0406091370558376,4.06091370558376,202,197
Stomach,SuSiE,-20,-25,-15,18,0.0913705583756345,9.13705583756345,202,197
Stomach,SuSiE,-10,-15,-5,20,0.101522842639594,10.1522842639594,202,197
Stomach,SuSiE,0,-5,5,50,0.253807106598985,25.3807106598985,202,197
Stomach,SuSiE,10,5,15,15,0.0761421319796954,7.61421319796954,202,197
Stomach,SuSiE,20,15,25,15,0.0761421319796954,7.61421319796954,202,197
Stomach,SuSiE,30,25,35,5,0.0253807106598985,2.53807106598985,202,197
Stomach,SuSiE,40,35,45,4,0.0203045685279188,2.03045685279188,202,197
Stomach,SuSiE,50,45,55,2,0.0101522842639594,1.01522842639594,202,197
Stomach,SuSiE,60,55,65,2,0.0101522842639594,1.01522842639594,202,197
Stomach,SuSiE,70,65,75,1,0.0050761421319797,0.50761421319797,202,197
Stomach,SuSiE,80,75,85,2,0.0101522842639594,1.01522842639594,202,197
Stomach,SuSiE,90,85,95,1,0.0050761421319797,0.50761421319797,202,197
Stomach,SuSiE,100,95,105,1,0.0050761421319797,0.50761421319797,202,197
Stomach,SuSiE,110,105,115,2,0.0101522842639594,1.01522842639594,202,197
Stomach,SuSiE,120,115,125,0,0,0,202,197
Stomach,SuSiE,130,125,135,2,0.0101522842639594,1.01522842639594,202,197
Stomach,SuSiE,140,135,145,0,0,0,202,197
Stomach,SuSiE,150,145,155,3,0.0152284263959391,1.52284263959391,202,197
Stomach,SuSiE,160,155,165,0,0,0,202,197
Stomach,SuSiE,170,165,175,1,0.0050761421319797,0.50761421319797,202,197
Stomach,SuSiE,180,175,185,3,0.0152284263959391,1.52284263959391,202,197
Stomach,SuSiE,190,185,195,0,0,0,202,197
Stomach,SuSiE,200,195,205,1,0.0050761421319797,0.50761421319797,202,197
Stomach,Weighted SuSiE-mix,-200,-205,-195,1,0.0050761421319797,0.50761421319797,202,197
Stomach,Weighted SuSiE-mix,-190,-195,-185,0,0,0,202,197
Stomach,Weighted SuSiE-mix,-180,-185,-175,2,0.0101522842639594,1.01522842639594,202,197
Stomach,Weighted SuSiE-mix,-170,-175,-165,1,0.0050761421319797,0.50761421319797,202,197
Stomach,Weighted SuSiE-mix,-160,-165,-155,0,0,0,202,197
Stomach,Weighted SuSiE-mix,-150,-155,-145,0,0,0,202,197
Stomach,Weighted SuSiE-mix,-140,-145,-135,1,0.0050761421319797,0.50761421319797,202,197
Stomach,Weighted SuSiE-mix,-130,-135,-125,1,0.0050761421319797,0.50761421319797,202,197
Stomach,Weighted SuSiE-mix,-120,-125,-115,1,0.0050761421319797,0.50761421319797,202,197
Stomach,Weighted SuSiE-mix,-110,-115,-105,2,0.0101522842639594,1.01522842639594,202,197
Stomach,Weighted SuSiE-mix,-100,-105,-95,2,0.0101522842639594,1.01522842639594,202,197
Stomach,Weighted SuSiE-mix,-90,-95,-85,2,0.0101522842639594,1.01522842639594,202,197
Stomach,Weighted SuSiE-mix,-80,-85,-75,2,0.0101522842639594,1.01522842639594,202,197
Stomach,Weighted SuSiE-mix,-70,-75,-65,4,0.0203045685279188,2.03045685279188,202,197
Stomach,Weighted SuSiE-mix,-60,-65,-55,7,0.0355329949238579,3.55329949238579,202,197
Stomach,Weighted SuSiE-mix,-50,-55,-45,5,0.0253807106598985,2.53807106598985,202,197
Stomach,Weighted SuSiE-mix,-40,-45,-35,10,0.050761421319797,5.0761421319797,202,197
Stomach,Weighted SuSiE-mix,-30,-35,-25,8,0.0406091370558376,4.06091370558376,202,197
Stomach,Weighted SuSiE-mix,-20,-25,-15,18,0.0913705583756345,9.13705583756345,202,197
Stomach,Weighted SuSiE-mix,-10,-15,-5,20,0.101522842639594,10.1522842639594,202,197
Stomach,Weighted SuSiE-mix,0,-5,5,50,0.253807106598985,25.3807106598985,202,197
Stomach,Weighted SuSiE-mix,10,5,15,15,0.0761421319796954,7.61421319796954,202,197
Stomach,Weighted SuSiE-mix,20,15,25,15,0.0761421319796954,7.61421319796954,202,197
Stomach,Weighted SuSiE-mix,30,25,35,5,0.0253807106598985,2.53807106598985,202,197
Stomach,Weighted SuSiE-mix,40,35,45,4,0.0203045685279188,2.03045685279188,202,197
Stomach,Weighted SuSiE-mix,50,45,55,2,0.0101522842639594,1.01522842639594,202,197
Stomach,Weighted SuSiE-mix,60,55,65,2,0.0101522842639594,1.01522842639594,202,197
Stomach,Weighted SuSiE-mix,70,65,75,1,0.0050761421319797,0.50761421319797,202,197
Stomach,Weighted SuSiE-mix,80,75,85,2,0.0101522842639594,1.01522842639594,202,197
Stomach,Weighted SuSiE-mix,90,85,95,1,0.0050761421319797,0.50761421319797,202,197
Stomach,Weighted SuSiE-mix,100,95,105,1,0.0050761421319797,0.50761421319797,202,197
Stomach,Weighted SuSiE-mix,110,105,115,2,0.0101522842639594,1.01522842639594,202,197
Stomach,Weighted SuSiE-mix,120,115,125,0,0,0,202,197
Stomach,Weighted SuSiE-mix,130,125,135,2,0.0101522842639594,1.01522842639594,202,197
Stomach,Weighted SuSiE-mix,140,135,145,0,0,0,202,197
Stomach,Weighted SuSiE-mix,150,145,155,3,0.0152284263959391,1.52284263959391,202,197
Stomach,Weighted SuSiE-mix,160,155,165,0,0,0,202,197
Stomach,Weighted SuSiE-mix,170,165,175,1,0.0050761421319797,0.50761421319797,202,197
Stomach,Weighted SuSiE-mix,180,175,185,3,0.0152284263959391,1.52284263959391,202,197
Stomach,Weighted SuSiE-mix,190,185,195,0,0,0,202,197
Stomach,Weighted SuSiE-mix,200,195,205,1,0.0050761421319797,0.50761421319797,202,197
Testis,SuSiE,-200,-205,-195,1,0.00131578947368421,0.131578947368421,808,760
Testis,SuSiE,-190,-195,-185,0,0,0,808,760
Testis,SuSiE,-180,-185,-175,2,0.00263157894736842,0.263157894736842,808,760
Testis,SuSiE,-170,-175,-165,2,0.00263157894736842,0.263157894736842,808,760
Testis,SuSiE,-160,-165,-155,2,0.00263157894736842,0.263157894736842,808,760
Testis,SuSiE,-150,-155,-145,0,0,0,808,760
Testis,SuSiE,-140,-145,-135,4,0.00526315789473684,0.526315789473684,808,760
Testis,SuSiE,-130,-135,-125,2,0.00263157894736842,0.263157894736842,808,760
Testis,SuSiE,-120,-125,-115,3,0.00394736842105263,0.394736842105263,808,760
Testis,SuSiE,-110,-115,-105,6,0.00789473684210526,0.789473684210526,808,760
Testis,SuSiE,-100,-105,-95,8,0.0105263157894737,1.05263157894737,808,760
Testis,SuSiE,-90,-95,-85,5,0.00657894736842105,0.657894736842105,808,760
Testis,SuSiE,-80,-85,-75,6,0.00789473684210526,0.789473684210526,808,760
Testis,SuSiE,-70,-75,-65,13,0.0171052631578947,1.71052631578947,808,760
Testis,SuSiE,-60,-65,-55,14,0.0184210526315789,1.84210526315789,808,760
Testis,SuSiE,-50,-55,-45,15,0.0197368421052632,1.97368421052632,808,760
Testis,SuSiE,-40,-45,-35,30,0.0394736842105263,3.94736842105263,808,760
Testis,SuSiE,-30,-35,-25,42,0.0552631578947368,5.52631578947368,808,760
Testis,SuSiE,-20,-25,-15,49,0.0644736842105263,6.44736842105263,808,760
Testis,SuSiE,-10,-15,-5,86,0.113157894736842,11.3157894736842,808,760
Testis,SuSiE,0,-5,5,194,0.255263157894737,25.5263157894737,808,760
Testis,SuSiE,10,5,15,75,0.0986842105263158,9.86842105263158,808,760
Testis,SuSiE,20,15,25,52,0.068421052631579,6.8421052631579,808,760
Testis,SuSiE,30,25,35,40,0.0526315789473684,5.26315789473684,808,760
Testis,SuSiE,40,35,45,24,0.0315789473684211,3.15789473684211,808,760
Testis,SuSiE,50,45,55,14,0.0184210526315789,1.84210526315789,808,760
Testis,SuSiE,60,55,65,6,0.00789473684210526,0.789473684210526,808,760
Testis,SuSiE,70,65,75,13,0.0171052631578947,1.71052631578947,808,760
Testis,SuSiE,80,75,85,8,0.0105263157894737,1.05263157894737,808,760
Testis,SuSiE,90,85,95,5,0.00657894736842105,0.657894736842105,808,760
Testis,SuSiE,100,95,105,8,0.0105263157894737,1.05263157894737,808,760
Testis,SuSiE,110,105,115,5,0.00657894736842105,0.657894736842105,808,760
Testis,SuSiE,120,115,125,7,0.00921052631578947,0.921052631578947,808,760
Testis,SuSiE,130,125,135,2,0.00263157894736842,0.263157894736842,808,760
Testis,SuSiE,140,135,145,3,0.00394736842105263,0.394736842105263,808,760
Testis,SuSiE,150,145,155,4,0.00526315789473684,0.526315789473684,808,760
Testis,SuSiE,160,155,165,1,0.00131578947368421,0.131578947368421,808,760
Testis,SuSiE,170,165,175,1,0.00131578947368421,0.131578947368421,808,760
Testis,SuSiE,180,175,185,1,0.00131578947368421,0.131578947368421,808,760
Testis,SuSiE,190,185,195,4,0.00526315789473684,0.526315789473684,808,760
Testis,SuSiE,200,195,205,3,0.00394736842105263,0.394736842105263,808,760
Testis,Weighted SuSiE-mix,-200,-205,-195,1,0.00132275132275132,0.132275132275132,804,756
Testis,Weighted SuSiE-mix,-190,-195,-185,0,0,0,804,756
Testis,Weighted SuSiE-mix,-180,-185,-175,2,0.00264550264550265,0.264550264550265,804,756
Testis,Weighted SuSiE-mix,-170,-175,-165,2,0.00264550264550265,0.264550264550265,804,756
Testis,Weighted SuSiE-mix,-160,-165,-155,2,0.00264550264550265,0.264550264550265,804,756
Testis,Weighted SuSiE-mix,-150,-155,-145,1,0.00132275132275132,0.132275132275132,804,756
Testis,Weighted SuSiE-mix,-140,-145,-135,3,0.00396825396825397,0.396825396825397,804,756
Testis,Weighted SuSiE-mix,-130,-135,-125,2,0.00264550264550265,0.264550264550265,804,756
Testis,Weighted SuSiE-mix,-120,-125,-115,3,0.00396825396825397,0.396825396825397,804,756
Testis,Weighted SuSiE-mix,-110,-115,-105,5,0.00661375661375661,0.661375661375661,804,756
Testis,Weighted SuSiE-mix,-100,-105,-95,8,0.0105820105820106,1.05820105820106,804,756
Testis,Weighted SuSiE-mix,-90,-95,-85,5,0.00661375661375661,0.661375661375661,804,756
Testis,Weighted SuSiE-mix,-80,-85,-75,6,0.00793650793650794,0.793650793650794,804,756
Testis,Weighted SuSiE-mix,-70,-75,-65,12,0.0158730158730159,1.58730158730159,804,756
Testis,Weighted SuSiE-mix,-60,-65,-55,14,0.0185185185185185,1.85185185185185,804,756
Testis,Weighted SuSiE-mix,-50,-55,-45,16,0.0211640211640212,2.11640211640212,804,756
Testis,Weighted SuSiE-mix,-40,-45,-35,29,0.0383597883597884,3.83597883597884,804,756
Testis,Weighted SuSiE-mix,-30,-35,-25,42,0.0555555555555556,5.55555555555556,804,756
Testis,Weighted SuSiE-mix,-20,-25,-15,50,0.0661375661375661,6.61375661375661,804,756
Testis,Weighted SuSiE-mix,-10,-15,-5,86,0.113756613756614,11.3756613756614,804,756
Testis,Weighted SuSiE-mix,0,-5,5,193,0.255291005291005,25.5291005291005,804,756
Testis,Weighted SuSiE-mix,10,5,15,74,0.0978835978835979,9.78835978835979,804,756
Testis,Weighted SuSiE-mix,20,15,25,51,0.0674603174603175,6.74603174603175,804,756
Testis,Weighted SuSiE-mix,30,25,35,39,0.0515873015873016,5.15873015873016,804,756
Testis,Weighted SuSiE-mix,40,35,45,24,0.0317460317460317,3.17460317460317,804,756
Testis,Weighted SuSiE-mix,50,45,55,14,0.0185185185185185,1.85185185185185,804,756
Testis,Weighted SuSiE-mix,60,55,65,7,0.00925925925925926,0.925925925925926,804,756
Testis,Weighted SuSiE-mix,70,65,75,13,0.0171957671957672,1.71957671957672,804,756
Testis,Weighted SuSiE-mix,80,75,85,8,0.0105820105820106,1.05820105820106,804,756
Testis,Weighted SuSiE-mix,90,85,95,4,0.00529100529100529,0.529100529100529,804,756
Testis,Weighted SuSiE-mix,100,95,105,9,0.0119047619047619,1.19047619047619,804,756
Testis,Weighted SuSiE-mix,110,105,115,5,0.00661375661375661,0.661375661375661,804,756
Testis,Weighted SuSiE-mix,120,115,125,7,0.00925925925925926,0.925925925925926,804,756
Testis,Weighted SuSiE-mix,130,125,135,2,0.00264550264550265,0.264550264550265,804,756
Testis,Weighted SuSiE-mix,140,135,145,3,0.00396825396825397,0.396825396825397,804,756
Testis,Weighted SuSiE-mix,150,145,155,4,0.00529100529100529,0.529100529100529,804,756
Testis,Weighted SuSiE-mix,160,155,165,1,0.00132275132275132,0.132275132275132,804,756
Testis,Weighted SuSiE-mix,170,165,175,1,0.00132275132275132,0.132275132275132,804,756
Testis,Weighted SuSiE-mix,180,175,185,2,0.00264550264550265,0.264550264550265,804,756
