gene,tissue,result_file,n_ind,n_SNP,n_mix_predictor,n_add_rm,n_rec_rm,n_dom_rm,mean_count,median_count,min_pv,dif_elbo,dif_elbo_perm,log_lik_add,log_lik_mix,log_lik_add_perm,log_lik_mix_perm,ncs_susie,ncs_susie_mix,perm_cs_susie,perm_cs_susie_mix,n_add_cs_snps,n_mix_cs_snps,overlap_snp,pct_add_cs_snps_retained,n_add_cs_snps_not_retained,pct_add_cs_snps_not_retained,overlap,overlap_cs_pairs,overlap_pairwise_sum,overlap_coding,pct_add_cs_snps_retained_additive_coding,n_add_cs_snps_other_coding_only,pct_add_cs_snps_other_coding_only,pct_shared_snps_other_coding_only,n_shared_snps_preferred_additive,n_shared_snps_preferred_dominant,n_shared_snps_preferred_recessive,n_shared_snps_preferred_nonadditive,n_shared_snps_preference_ambiguous,pct_shared_snps_preferred_nonadditive,n_add_cs_snps_perm,n_mix_cs_snps_perm,overlap_snp_perm,overlap_perm,pct_add_cs_snps_retained_perm,n_add_cs_snps_not_retained_perm,pct_add_cs_snps_not_retained_perm,overlap_cs_pairs_perm,overlap_pairwise_sum_perm,overlap_coding_perm,pct_add_cs_snps_retained_additive_coding_perm,n_add_cs_snps_other_coding_only_perm,pct_add_cs_snps_other_coding_only_perm,n_shared_snps_preferred_additive_perm,n_shared_snps_preferred_dominant_perm,n_shared_snps_preferred_recessive_perm,n_shared_snps_preferred_nonadditive_perm,n_shared_snps_preference_ambiguous_perm,pct_shared_snps_preferred_nonadditive_perm,n_add,n_rec,n_dom,n_add_perm,n_rec_perm,n_dom_perm,converged_add,converged_mix,converged_add_perm,converged_mix_perm,has_weighted_fit_mix,ncs_weighted_fit_mix,elbo_weighted_mix,dif_elbo_weighted_vs_add,dif_elbo_weighted_vs_mix,log_lik_weighted_mix,converged_weighted_fit_mix,n_add_weighted,n_dom_weighted,n_rec_weighted,weighted_prior_target_additive,weighted_prior_target_dominant,weighted_prior_target_recessive,weighted_prior_realized_additive,weighted_prior_realized_dominant,weighted_prior_realized_recessive,n_weighted_mix_cs_snps,overlap_snp_add_weighted,pct_add_cs_snps_retained_weighted,overlap_coding_add_weighted,overlap_cs_pairs_add_weighted,mix_weighted_overlap_snp,mix_weighted_union_snp,mix_weighted_jaccard_snp,pct_mix_cs_snps_retained_weighted,pct_weighted_cs_snps_retained_mix,mix_weighted_overlap_cs_pairs,mix_weighted_overlap_pairwise_sum,mix_weighted_same_cs_count,mix_weighted_same_cs_snp_sets,mix_weighted_same_cs_predictor_sets,mix_weighted_same_lead_snp_set,mix_weighted_same_lead_predictor_set,coding_pattern,number_coding_types
ACTN3,Muscle,ACTN3.rds,477,959,2704,0,173,0,26467.4570230608,10645,3.40645959569417e-41,15.3308226025055,0.000260018166500231,-586.126870927335,-564.797847139076,-676.186523626109,-676.186523626109,1,2,0,0,3,81,3,100,0,0,3,2,6,3,100,0,0,0,0,0,3,3,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-581.280216768173,13.3808172236971,-1.95000537880833,-565.190244687893,TRUE,1,0,1,0.8,0.15,0.05,0.8,0.15,0.05,50,3,100,3,2,50,81,0.617283950617284,61.7283950617284,100,4,59,TRUE,FALSE,FALSE,FALSE,FALSE,AR,2
ADH1C,Adipose Tissue,ADH1C.rds,470,2508,7046,0,478,0,1072.87021276596,778.5,6.54003201504575e-10,1.15680804202611,0.00067616656338032,-649.645573511692,-644.825300689132,-666.254030580006,-666.254030580006,1,1,0,0,82,16,16,19.5121951219512,66,80.4878048780488,16,1,16,15,18.2926829268293,1,1.21951219512195,6.25,13,0,3,3,0,18.75,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-655.147759160981,0.143810969066408,-1.01299707295971,-647.659266271255,TRUE,0,0,1,0.8,0.15,0.05,0.8,0.15,0.05,76,76,92.6829268292683,76,1,16,76,0.210526315789474,100,21.0526315789474,1,16,TRUE,FALSE,FALSE,TRUE,TRUE,R,1
ANKRD34B,Blood,ANKRD34B.rds,435,2717,7673,0,478,0,298.809195402299,34,2.07867465347768e-10,1.56565817569663,0.000738444384751347,-596.130208503601,-593.321012398757,-614.34674894525,-614.34674894525,1,1,0,0,211,206,188,89.0995260663507,23,10.9004739336493,188,1,188,6,2.8436018957346,182,86.2559241706161,96.8085106382979,0,0,188,188,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-600.222762473123,0.269844340161626,-1.295813835535,-594.507129434485,TRUE,0,0,1,0.8,0.15,0.05,0.8,0.15,0.05,222,211,100,211,1,198,230,0.860869565217391,96.1165048543689,89.1891891891892,1,198,TRUE,FALSE,FALSE,TRUE,TRUE,R,1
APOL4,Adipose Tissue,APOL4.rds,470,1926,5431,0,347,0,2536.71489361702,1156,7.00051550705843e-23,9.9449608734451,0.000522257072361754,-606.21863833231,-589.068465754686,-666.254030580006,-666.254030580006,2,3,0,0,19,96,19,100,0,0,19,2,19,12,63.1578947368421,7,36.8421052631579,36.8421052631579,12,0,7,7,0,36.8421052631579,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,2,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-614.412732460094,6.66044522216089,-3.28451565128421,-596.646979104905,TRUE,1,0,1,0.8,0.15,0.05,0.8,0.15,0.05,21,19,100,12,2,21,96,0.21875,21.875,100,2,21,FALSE,FALSE,FALSE,FALSE,FALSE,AR,2
ATRNL1,Muscle,ATRNL1.rds,477,1422,4062,0,204,0,269.140461215933,158,1.22546130794756e-49,11.5092232163125,0.000393374583609329,-555.395538038634,-540.779493291356,-674.804682004799,-674.804682004799,2,2,0,0,56,23,15,26.7857142857143,41,73.2142857142857,15,2,15,11,19.6428571428571,4,7.14285714285714,26.6666666666667,11,0,4,4,0,26.6666666666667,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-559.271414630338,10.5334988136143,-0.975724402698233,-540.744812973285,TRUE,1,0,1,0.8,0.15,0.05,0.8,0.15,0.05,22,14,25,10,2,22,23,0.956521739130435,95.6521739130435,100,2,22,TRUE,FALSE,FALSE,TRUE,TRUE,AR,2
CBS,Lung,CBS.rds,323,2074,5554,0,668,0,169.362229102167,98,3.67160372793688e-12,2.53794564149013,0.000518530939643824,-428.923377434257,-424.588144631101,-457.672058805041,-457.672058805041,2,2,0,0,500,1067,370,74,130,26,370,4,376,360,72,10,2,2.7027027027027,283,44,38,82,5,22.1621621621622,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-439.549283288251,1.2904511166152,-1.24749452487492,-424.78465837279,TRUE,1,0,1,0.8,0.15,0.05,0.8,0.15,0.05,802,411,82.2,411,4,745,1124,0.662811387900356,69.8219306466729,92.8927680798005,4,751,TRUE,FALSE,FALSE,TRUE,TRUE,AR,2
CBS,Nerve,CBS.rds,354,2074,5602,0,620,0,574.621468926554,454.5,7.96107387412786e-17,2.86729293753234,0.000525682903003144,-452.897872050743,-448.832400521966,-501.658658586283,-501.658658586283,2,2,0,0,64,59,54,84.375,10,15.625,54,2,54,51,79.6875,3,4.6875,5.55555555555556,2,52,0,52,0,96.2962962962963,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-466.69182393842,1.45741568844062,-1.40987724909172,-449.658019280337,TRUE,1,0,1,0.8,0.15,0.05,0.8,0.15,0.05,70,63,98.4375,63,2,59,70,0.842857142857143,100,84.2857142857143,3,59,TRUE,FALSE,FALSE,TRUE,FALSE,AR,2
CDC25B,Adipose Tissue,CDC25B.rds,470,2647,7425,0,516,0,4830.32765957447,4521.5,7.19506901471364e-11,3.87631839248945,0.000711924056986391,-635.159225950479,-628.780550180453,-666.254030580006,-666.254030580006,2,2,0,0,24,17,17,70.8333333333333,7,29.1666666666667,17,2,17,5,20.8333333333333,12,50,70.5882352941177,4,1,12,13,0,76.4705882352941,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-646.931408324776,2.8373086636069,-1.03900972888255,-628.894007038176,TRUE,1,0,1,0.8,0.15,0.05,0.8,0.15,0.05,18,18,75,5,2,17,18,0.944444444444444,100,94.4444444444444,2,17,TRUE,FALSE,FALSE,TRUE,TRUE,AR,2
CDRT4,Esophagus,CDRT4.rds,412,2274,6386,0,436,0,928.279126213592,864,2.42368595175437e-09,8.1248331964382,0.000612696215966935,-567.774888502791,-557.234935923934,-583.956285315508,-583.956285315508,1,1,0,0,25,7,7,28,18,72,7,1,7,0,0,7,28,100,0,0,7,7,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-568.074635540402,6.37558237886162,-1.74925081757658,-557.241403304324,TRUE,0,0,1,0.8,0.15,0.05,0.8,0.15,0.05,7,7,28,0,1,7,7,1,100,100,1,7,TRUE,TRUE,TRUE,TRUE,TRUE,R,1
CFHR1,Nerve,CFHR1.rds,354,1128,3149,0,235,0,113.875706214689,48.5,1.26905264092973e-19,1.83112306647291,0.000301142871421689,-461.694624035711,-458.589963456079,-501.658658586283,-501.658658586283,1,1,0,0,6,4,4,66.6666666666667,2,33.3333333333333,4,1,4,0,0,4,66.6666666666667,100,0,0,4,4,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-468.872794094598,0.512679856139187,-1.31844321033373,-459.731630378064,TRUE,0,0,1,0.8,0.15,0.05,0.8,0.15,0.05,5,5,83.3333333333333,5,1,4,5,0.8,100,80,1,4,TRUE,FALSE,FALSE,TRUE,TRUE,R,1
CFHR1,Spleen,CFHR1.rds,146,1128,3047,0,337,0,195.554794520548,106,3.76862053773362e-16,0.871580896137488,0.00028594438873597,-173.468272238932,-171.362922237664,-206.465879920307,-206.465879920307,1,1,0,0,6,7,6,100,0,0,6,1,6,3,50,3,50,50,0,0,6,6,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-180.845792507815,0.0610595265543736,-0.810521369583114,-172.743312567807,TRUE,0,0,1,0.8,0.15,0.05,0.8,0.15,0.05,7,6,100,6,1,7,7,1,100,100,1,7,TRUE,TRUE,FALSE,TRUE,TRUE,R,1
CHI3L2,Spleen,CHI3L2.rds,146,2539,6643,0,974,0,1313.06849315068,1119,1.66321035367936e-10,2.79111493183294,0.000611501822049831,-186.459203031861,-182.852408358147,-206.524356731918,-206.524356731918,1,1,0,0,2,4,2,100,0,0,2,1,2,0,0,2,100,100,0,0,2,2,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-193.937390600341,1.36329821901208,-1.42781671282086,-183.294338852994,TRUE,0,0,1,0.8,0.15,0.05,0.8,0.15,0.05,4,2,100,2,1,4,4,1,100,100,1,4,TRUE,TRUE,FALSE,TRUE,TRUE,R,1
CYP4F11,Adrenal Gland,CYP4F11.rds,141,3634,9608,0,1294,0,387.375886524823,224,3.63507457609726e-18,13.6117760305604,0.000890107551754227,-161.586199762544,-138.506728410626,-199.165262464017,-199.165262464017,1,2,0,0,2,20,2,100,0,0,2,2,2,1,50,1,50,50,1,0,1,1,0,50,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-167.230945278301,4.44424247004653,-9.16753356051385,-154.099119800347,TRUE,0,0,1,0.8,0.15,0.05,0.8,0.15,0.05,1,1,50,0,1,1,20,0.05,5,100,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,R,1
CYP4F11,Small Intestine,CYP4F11.rds,115,3634,9549,0,1353,0,597.852173913044,152,5.44301227213351e-09,4.70024662188627,0.000881317121468328,-147.142099574054,-140.824027035555,-162.538590270011,-162.538590270011,1,1,0,0,27,7,7,25.9259259259259,20,74.0740740740741,7,1,7,0,0,7,25.9259259259259,100,0,0,7,7,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-152.153736351105,3.15254991812759,-1.54769670375867,-140.92375614923,TRUE,0,0,1,0.8,0.15,0.05,0.8,0.15,0.05,7,7,25.9259259259259,1,1,7,7,1,100,100,1,7,TRUE,TRUE,FALSE,TRUE,TRUE,R,1
CYP4F11,Thyroid,CYP4F11.rds,390,3634,10316,0,586,0,430.664102564103,265.5,3.94127977879645e-49,25.3952209268289,0.000995592114350075,-407.424858982383,-378.170019641492,-551.360339796089,-551.360339796089,2,2,0,0,15,12,12,80,3,20,12,2,12,10,66.6666666666667,2,13.3333333333333,16.6666666666667,10,0,2,2,0,16.6666666666667,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-401.035253195146,24.4395805846854,-0.955640342143568,-378.170131400528,TRUE,1,0,1,0.8,0.15,0.05,0.8,0.15,0.05,12,12,80,10,2,12,12,1,100,100,2,12,TRUE,TRUE,TRUE,TRUE,TRUE,AR,2
DNAH11,Skin,DNAH11.rds,522,3097,8796,0,495,0,203.281609195402,110,9.01883141740433e-10,9.06836140830319,-0.721385774317469,-722.274947265086,-711.73695056967,-733.782486686838,-740.048624919583,1,1,1,0,18,14,14,77.7777777777778,4,22.2222222222222,14,1,14,0,0,14,77.7777777777778,100,0,0,14,14,0,100,1781,0,0,0,0,1781,100,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-721.905743406468,7.29157519332557,-1.77678621497762,-711.740023070002,TRUE,0,0,1,0.8,0.15,0.05,0.8,0.15,0.05,14,14,77.7777777777778,0,1,14,14,1,100,100,1,14,TRUE,TRUE,TRUE,TRUE,TRUE,R,1
DOK7,Spleen,DOK7.rds,146,2916,7764,0,984,0,223.246575342466,177.5,6.25147374125743e-10,1.88484703941316,0.000722350816033668,-188.847746695205,-185.06672387551,-206.524356731918,-206.524356731918,1,1,0,0,16,5,4,25,12,75,4,1,4,0,0,4,25,100,0,0,4,4,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-195.431495165921,0.621421406464947,-1.26342563294821,-186.263858368951,TRUE,0,0,1,0.8,0.15,0.05,0.8,0.15,0.05,14,13,81.25,12,1,5,14,0.357142857142857,100,35.7142857142857,1,5,TRUE,FALSE,FALSE,TRUE,TRUE,R,1
FAM118A,Thyroid,FAM118A.rds,390,2933,8115,0,684,0,4260.12051282051,2440,3.09263111743889e-58,5.43866710610394,0.000772114617575426,-412.605080136224,-403.734685300241,-552.739928256339,-552.739928256339,2,2,0,0,57,13,13,22.8070175438597,44,77.1929824561404,13,2,13,10,17.5438596491228,3,5.26315789473684,23.0769230769231,0,1,12,13,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-425.477390434841,3.53479263051077,-1.90387447559317,-405.502835336192,TRUE,0,1,1,0.8,0.15,0.05,0.8,0.15,0.05,41,41,71.9298245614035,40,2,13,41,0.317073170731707,100,31.7073170731707,2,13,TRUE,FALSE,FALSE,TRUE,TRUE,RD,2
FIGNL1,Adrenal Gland,FIGNL1.rds,141,2283,5901,0,948,0,461.198581560284,430,1.24951061847769e-11,1.74107158834852,0.000539091140581149,-177.667164152007,-173.474074529702,-199.429859276567,-199.429859276567,1,1,0,0,11,8,8,72.7272727272727,3,27.2727272727273,8,1,8,0,0,8,72.7272727272727,100,0,0,8,8,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-184.366664548289,0.582084205557237,-1.15898738279128,-174.879232276278,TRUE,0,0,1,0.8,0.15,0.05,0.8,0.15,0.05,10,10,90.9090909090909,10,1,8,10,0.8,100,80,1,8,TRUE,FALSE,FALSE,TRUE,TRUE,R,1
FTSJ3,Muscle,FTSJ3.rds,477,1363,3892,0,197,0,2834.75890985325,2505,3.14253201669289e-09,1.36371771235531,0.000376835612314608,-660.122724819491,-657.579500032077,-676.186523626109,-676.186523626109,1,1,0,0,184,211,177,96.195652173913,7,3.80434782608696,177,1,177,30,16.304347826087,147,79.8913043478261,83.0508474576271,1,0,176,176,0,99.4350282485876,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-663.637381630229,0.20224228640302,-1.16147542595229,-658.925525282815,TRUE,0,0,1,0.8,0.15,0.05,0.8,0.15,0.05,204,184,100,184,1,196,219,0.894977168949772,92.8909952606635,96.078431372549,1,196,TRUE,FALSE,FALSE,TRUE,TRUE,R,1
GGCX,Spleen,GGCX.rds,146,2307,6037,0,884,0,1848.66438356164,1720,3.01532242938966e-09,2.79343596927922,0.000555778761395231,-189.750749866792,-185.880417576104,-206.524356731918,-206.524356731918,1,1,0,0,44,47,42,95.4545454545454,2,4.54545454545455,42,1,42,0,0,42,95.4545454545454,100,0,30,12,42,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-193.819111053994,1.71929954221307,-1.07413642706615,-186.361432572238,TRUE,0,0,1,0.8,0.15,0.05,0.8,0.15,0.05,52,44,100,18,1,47,52,0.903846153846154,100,90.3846153846154,1,47,TRUE,FALSE,FALSE,TRUE,TRUE,R,1
GLB1L2,Colon,GLB1L2.rds,332,2782,7435,0,911,0,3188.82530120482,2315.5,2.24797043940391e-13,2.03494911077257,0.000693298255214359,-444.122239774483,-441.344874036182,-470.442356744422,-470.442356744422,1,1,0,0,2,2,2,100,0,0,2,1,2,0,0,2,100,100,0,0,2,2,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-452.917975248113,0.756010154395767,-1.27893895637681,-442.179414884915,TRUE,0,0,1,0.8,0.15,0.05,0.8,0.15,0.05,2,2,100,1,1,2,2,1,100,100,1,2,TRUE,TRUE,FALSE,TRUE,TRUE,R,1
GRAMD4,Thyroid,GRAMD4.rds,390,2834,7839,0,663,0,3879.38205128205,3677.5,1.0222206143442e-09,0.969080104950422,0.000745743816423783,-535.637900061558,-533.014341995725,-552.739928256339,-552.739928256339,1,1,0,0,24,27,19,79.1666666666667,5,20.8333333333333,19,1,19,4,16.6666666666667,15,62.5,78.9473684210526,3,14,2,16,0,84.2105263157895,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-542.870598360519,0.243937832060169,-0.725142272890253,-534.822541050709,TRUE,0,0,1,0.8,0.15,0.05,0.8,0.15,0.05,34,24,100,20,1,27,34,0.794117647058824,100,79.4117647058824,1,27,TRUE,FALSE,FALSE,TRUE,TRUE,R,1
HLA-DOB,Nerve,HLA-DOB.rds,354,11936,33022,0,2786,0,194.327683615819,130,1.13746409152649e-53,2.89631911692464,0.00314100675325335,-306.87377327013,-300.258671477407,-501.658658586283,-501.658658586283,3,3,0,0,9,4,4,44.4444444444444,5,55.5555555555556,4,3,4,2,22.2222222222222,2,22.2222222222222,50,1,1,2,3,0,75,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,1,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,3,-338.199402974151,2.1782602185466,-0.718058898378047,-300.54218186851,TRUE,2,0,1,0.8,0.15,0.05,0.8,0.15,0.05,4,4,44.4444444444444,2,3,4,4,1,100,100,3,4,TRUE,TRUE,TRUE,TRUE,FALSE,AR,2
HLA-DQA2,Adipose Tissue,HLA-DQA2.rds,470,12333,34433,0,2566,0,540.263829787234,268,2.38364116901171e-71,23.0074105691713,0.00329200960663911,-454.209269710513,-425.384096423716,-666.09435132527,-666.09435132527,2,3,0,0,3,227,3,100,0,0,3,2,3,3,100,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,2,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,3,-455.315814492197,22.8521730164562,-0.155237552715107,-425.23154490193,TRUE,2,0,1,0.8,0.15,0.05,0.8,0.15,0.05,217,3,100,3,2,217,227,0.955947136563877,95.5947136563877,100,3,217,TRUE,FALSE,FALSE,TRUE,TRUE,AR,2
HLA-DQA2,Blood,HLA-DQA2.rds,435,12333,34423,0,2576,0,1081.25747126437,249,2.13802922252995e-44,26.2523624203143,0.00329052025449528,-495.393404539744,-461.413033310291,-615.210791463583,-615.210791463583,2,2,0,0,268,130,123,45.8955223880597,145,54.1044776119403,123,2,123,122,45.5223880597015,1,0.373134328358209,0.813008130081301,122,0,1,1,0,0.813008130081301,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-484.320278182852,25.3219645517187,-0.930397868595549,-461.406064682207,TRUE,1,0,1,0.8,0.15,0.05,0.8,0.15,0.05,129,122,45.5223880597015,121,2,129,130,0.992307692307692,99.2307692307692,100,2,129,TRUE,FALSE,FALSE,TRUE,TRUE,AR,2
HLA-DQA2,Blood Vessel,HLA-DQA2.rds,450,12333,34496,0,2503,0,317.14,165,1.06789391197608e-56,7.58427145341426,0.00330139251900619,-460.306093475161,-451.309415693602,-636.202344185727,-636.202344185727,2,2,0,0,85,87,79,92.9411764705882,6,7.05882352941176,79,2,79,2,2.35294117647059,77,90.5882352941177,97.4683544303798,2,0,77,77,0,97.4683544303798,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-474.333476472122,6.65178337450226,-0.932488078912002,-451.312382391245,TRUE,1,0,1,0.8,0.15,0.05,0.8,0.15,0.05,87,79,92.9411764705882,2,2,87,87,1,100,100,2,87,TRUE,TRUE,TRUE,TRUE,TRUE,AR,2
HLA-DQA2,Breast,HLA-DQA2.rds,269,12333,33651,0,3348,0,467.223048327138,296,9.34001397451406e-49,11.4959860287738,0.00317554160574218,-248.883652184151,-234.990898462208,-381.05037875085,-381.05037875085,2,2,0,0,210,151,148,70.4761904761905,62,29.5238095238095,148,2,148,37,17.6190476190476,111,52.8571428571429,75,37,0,111,111,0,75,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-255.262444912961,10.6013170656287,-0.89466896314508,-234.973269550859,TRUE,1,0,1,0.8,0.15,0.05,0.8,0.15,0.05,147,144,68.5714285714286,33,2,147,151,0.973509933774834,97.3509933774834,100,2,147,TRUE,FALSE,FALSE,TRUE,TRUE,AR,2
HLA-DQA2,Colon,HLA-DQA2.rds,332,12333,34113,0,2886,0,208.981927710843,118,9.74425936066329e-44,13.0348680339498,0.00324435023060232,-333.778925899863,-315.728131177467,-469.107488295169,-469.107488295169,2,3,0,0,95,326,94,98.9473684210526,1,1.05263157894737,94,1,94,94,98.9473684210526,0,0,0,94,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,1,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-347.931137322499,5.48493180249403,-7.54993623145572,-326.504838338359,TRUE,1,0,1,0.8,0.15,0.05,0.8,0.15,0.05,181,94,98.9473684210526,94,1,151,356,0.424157303370787,46.319018404908,83.4254143646409,2,151,FALSE,FALSE,FALSE,FALSE,FALSE,AR,2
HLA-DQA2,Lung,HLA-DQA2.rds,323,12333,34011,0,2988,0,1479.37151702786,919,4.05616043176937e-59,6.0572602466674,0.00322915875642593,-297.382330216323,-293.390818424492,-457.672058805041,-457.672058805041,2,2,0,0,4,119,2,50,2,50,2,1,2,2,50,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-314.950949678239,5.14697934848869,-0.910280898178712,-293.392702193048,TRUE,1,0,1,0.8,0.15,0.05,0.8,0.15,0.05,119,2,50,2,1,119,119,1,100,100,2,119,TRUE,TRUE,TRUE,TRUE,TRUE,AR,2
HLA-DQA2,Nerve,HLA-DQA2.rds,354,12333,34126,0,2873,0,560.774011299435,283,2.49783254161255e-67,24.3964452523005,0.00324628639702951,-295.638787113029,-253.487168216681,-501.392439786686,-501.392439786686,2,3,0,0,106,18,3,2.83018867924528,103,97.1698113207547,3,2,3,2,1.88679245283019,1,0.943396226415094,33.3333333333333,2,0,1,1,0,33.3333333333333,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,2,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-312.117192474958,2.51551964107892,-21.8809256112216,-287.858513983359,TRUE,1,0,1,0.8,0.15,0.05,0.8,0.15,0.05,83,3,2.83018867924528,2,2,5,96,0.0520833333333333,27.7777777777778,6.02409638554217,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,AR,2
HLA-DQA2,Pituitary,HLA-DQA2.rds,201,12333,32738,0,4261,0,180.532338308458,96,7.62463215955639e-35,6.85523665324257,0.00303956126515459,-178.856113652763,-173.736461215258,-284.273571631682,-284.273571631682,2,2,0,0,243,280,237,97.5308641975309,6,2.46913580246914,237,2,237,133,54.7325102880659,104,42.798353909465,43.8818565400844,133,0,104,104,0,43.8818565400844,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-191.031240405796,6.01473849969969,-0.840498153542882,-173.738769719134,TRUE,1,0,1,0.8,0.15,0.05,0.8,0.15,0.05,280,237,97.5308641975309,133,2,280,280,1,100,100,2,280,TRUE,TRUE,TRUE,TRUE,TRUE,AR,2
HLA-DQA2,Prostate,HLA-DQA2.rds,143,12333,31952,0,5047,0,209.146853146853,119,1.05421445276651e-28,12.1676507212821,0.00292249456123272,-127.322102612256,-114.984722534851,-201.173564487913,-201.173564487913,2,2,0,0,329,229,164,49.8480243161094,165,50.1519756838906,164,2,164,102,31.0030395136778,62,18.8449848024316,37.8048780487805,102,0,62,62,0,37.8048780487805,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-131.53410806815,11.3800326702196,-0.787618051062452,-114.98250466527,TRUE,1,0,1,0.8,0.15,0.05,0.8,0.15,0.05,229,164,49.8480243161094,102,2,229,229,1,100,100,2,229,TRUE,TRUE,TRUE,TRUE,TRUE,AR,2
